STATEFP,SLDUST,AFFGEOID,GEOID,NAME,LSAD,LSY,ALAND,AWATER,type
34,031,610U500US34031,34031,31,LU,2016,45609679,29697136,upper
34,030,610U500US34030,34030,30,LU,2016,334283772,15714105,upper
34,037,610U500US34037,34037,37,LU,2016,100089803,14469110,upper
34,038,610U500US34038,34038,38,LU,2016,103075099,1466511,upper
34,027,610U500US34027,34027,27,LU,2016,277378444,6646754,upper
34,017,610U500US34017,34017,17,LU,2016,216970926,4476855,upper
34,006,610U500US34006,34006,6,LU,2016,174411440,6061625,upper
34,040,610U500US34040,34040,40,LU,2016,206145324,8071312,upper
34,033,610U500US34033,34033,33,LU,2016,16378749,4104365,upper
34,019,610U500US34019,34019,19,LU,2016,128659870,18613974,upper
34,039,610U500US34039,34039,39,LU,2016,345707472,20516300,upper
34,032,610U500US34032,34032,32,LU,2016,62476393,11881725,upper
34,016,610U500US34016,34016,16,LU,2016,763656527,7282272,upper
34,022,610U500US34022,34022,22,LU,2016,122058594,2941322,upper
34,020,610U500US34020,34020,20,LU,2016,69337403,3612725,upper
34,036,610U500US34036,34036,36,LU,2016,85384921,5345948,upper
34,029,610U500US34029,34029,29,LU,2016,59714081,4687718,upper
34,005,610U500US34005,34005,5,LU,2016,210683513,7828502,upper
34,021,610U500US34021,34021,21,LU,2016,283344006,2211321,upper
34,003,610U500US34003,34003,3,LU,2016,1506933701,140779604,upper
34,014,610U500US34014,34014,14,LU,2016,380180908,5341588,upper
34,008,610U500US34008,34008,8,LU,2016,1262750142,19584527,upper
34,004,610U500US34004,34004,4,LU,2016,410015657,5299662,upper
34,018,610U500US34018,34018,18,LU,2016,177224062,3760644,upper
34,002,610U500US34002,34002,2,LU,2016,895566331,79977147,upper
34,009,610U500US34009,34009,9,LU,2016,1635380691,906788659,upper
35,019,610U500US35019,35019,19,LU,2016,2820958938,742785,upper
35,007,610U500US35007,35007,7,LU,2016,19939601383,28521517,upper
35,029,610U500US35029,35029,29,LU,2016,2051064055,3622667,upper
35,025,610U500US35025,35025,25,LU,2016,1172214988,718795,upper
35,033,610U500US35033,35033,33,LU,2016,6838089839,1923579,upper
35,006,610U500US35006,35006,6,LU,2016,5978674191,3429585,upper
35,031,610U500US35031,35031,31,LU,2016,1510545741,1241986,upper
35,021,610U500US35021,35021,21,LU,2016,59684084,130462,upper
35,009,610U500US35009,35009,9,LU,2016,380930877,1881955,upper
35,036,610U500US35036,35036,36,LU,2016,1038485578,5280032,upper
35,004,610U500US35004,35004,4,LU,2016,10505532324,17342197,upper
35,032,610U500US35032,35032,32,LU,2016,7861122686,6739224,upper
35,003,610U500US35003,35003,3,LU,2016,6953258826,11831083,upper
35,010,610U500US35010,35010,10,LU,2016,210901334,1398535,upper
35,008,610U500US35008,35008,8,LU,2016,38269653992,105347609,upper
35,005,610U500US35005,35005,5,LU,2016,7493158428,51419712,upper
35,034,610U500US35034,35034,34,LU,2016,16326749608,35991175,upper
35,022,610U500US35022,35022,22,LU,2016,25933237592,53212290,upper
35,039,610U500US35039,35039,39,LU,2016,22383017267,4517391,upper
35,042,610U500US35042,35042,42,LU,2016,9367357743,38740578,upper
35,020,610U500US35020,35020,20,LU,2016,98860483,348625,upper
35,015,610U500US35015,35015,15,LU,2016,26423724,109097,upper
35,026,610U500US35026,35026,26,LU,2016,32525737,751071,upper
35,023,610U500US35023,35023,23,LU,2016,379327159,1504981,upper
35,017,610U500US35017,35017,17,LU,2016,17886844,58864,upper
35,028,610U500US35028,35028,28,LU,2016,43220644554,33516992,upper
35,014,610U500US35014,35014,14,LU,2016,271970802,3932944,upper
35,037,610U500US35037,35037,37,LU,2016,3086634510,8561723,upper
35,012,610U500US35012,35012,12,LU,2016,37581400,1368695,upper
35,001,610U500US35001,35001,1,LU,2016,134207939,1480499,upper
35,011,610U500US35011,35011,11,LU,2016,25272777,77618,upper
35,018,610U500US35018,35018,18,LU,2016,21625275,12094,upper
35,030,610U500US35030,35030,30,LU,2016,12555271248,5292689,upper
35,024,610U500US35024,35024,24,LU,2016,40392256,52684,upper
35,016,610U500US35016,35016,16,LU,2016,98250329,341658,upper
35,027,610U500US35027,35027,27,LU,2016,23523758512,67154899,upper
35,041,610U500US35041,35041,41,LU,2016,8141380604,20547718,upper
35,038,610U500US35038,35038,38,LU,2016,2559560354,1718313,upper
35,035,610U500US35035,35035,35,LU,2016,29045177496,172896941,upper
35,002,610U500US35002,35002,2,LU,2016,3574385311,38592393,upper
35,040,610U500US35040,35040,40,LU,2016,138660976,172613,upper
35,013,610U500US35013,35013,13,LU,2016,67377799,1143385,upper
36,006,610U500US36006,36006,6,LU,2016,130076010,1093327,upper
36,037,610U500US36037,36037,37,LU,2016,319879029,79997647,upper
36,055,610U500US36055,36055,55,LU,2016,1227658169,781119483,upper
36,012,610U500US36012,36012,12,LU,2016,26058851,482537,upper
36,035,610U500US36035,36035,35,LU,2016,138871803,20140750,upper
36,043,610U500US36043,36043,43,LU,2016,4398078357,95588301,upper
36,040,610U500US36040,36040,40,LU,2016,1058794835,95858144,upper
36,019,610U500US36019,36019,19,LU,2016,39406775,23654822,upper
36,060,610U500US36060,36060,60,LU,2016,600408290,469390789,upper
36,054,610U500US36054,36054,54,LU,2016,4616325286,2663594213,upper
36,005,610U500US36005,36005,5,LU,2016,384744190,252886515,upper
36,042,610U500US36042,36042,42,LU,2016,6049296370,149277937,upper
36,007,610U500US36007,36007,7,LU,2016,165507780,40615992,upper
36,004,610U500US36004,36004,4,LU,2016,232089149,306458194,upper
36,002,610U500US36002,36002,2,LU,2016,323815866,192574501,upper
36,003,610U500US36003,36003,3,LU,2016,313928320,366334429,upper
36,015,610U500US36015,36015,15,LU,2016,55187353,146461064,upper
36,041,610U500US36041,36041,41,LU,2016,2207753560,91233211,upper
36,001,610U500US36001,36001,1,LU,2016,1254086440,2806125205,upper
36,023,610U500US36023,36023,23,LU,2016,41655436,43993774,upper
36,052,610U500US36052,36052,52,LU,2016,5047481133,57699451,upper
36,034,610U500US36034,36034,34,LU,2016,64443713,39611676,upper
36,014,610U500US36014,36014,14,LU,2016,38093509,0,upper
36,050,610U500US36050,36050,50,LU,2016,1662376518,71181023,upper
36,033,610U500US36033,36033,33,LU,2016,12955692,101863,upper
36,020,610U500US36020,36020,20,LU,2016,13208131,5026,upper
36,039,610U500US36039,36039,39,LU,2016,1175442732,72826243,upper
36,051,610U500US36051,36051,51,LU,2016,11434224143,129264416,upper
36,018,610U500US36018,36018,18,LU,2016,19753498,333616,upper
36,047,610U500US36047,36047,47,LU,2016,8622607986,253245759,upper
36,024,610U500US36024,36024,24,LU,2016,120993821,102093448,upper
36,011,610U500US36011,36011,11,LU,2016,59879149,13776690,upper
36,059,610U500US36059,36059,59,LU,2016,4117444416,21357752,upper
36,021,610U500US36021,36021,21,LU,2016,21589070,227326,upper
36,053,610U500US36053,36053,53,LU,2016,2531051675,24225114,upper
36,062,610U500US36062,36062,62,LU,2016,2547962209,2703643115,upper
36,045,610U500US36045,36045,45,LU,2016,17700611328,969090060,upper
36,010,610U500US36010,36010,10,LU,2016,57103234,14155751,upper
36,048,610U500US36048,36048,48,LU,2016,8346197516,2662268404,upper
36,009,610U500US36009,36009,9,LU,2016,116676636,105174442,upper
36,031,610U500US36031,36031,31,LU,2016,12375794,10232683,upper
36,061,610U500US36061,36061,61,LU,2016,1901114916,10390173,upper
36,029,610U500US36029,36029,29,LU,2016,17950698,5117215,upper
36,013,610U500US36013,36013,13,LU,2016,22312851,4096417,upper
36,008,610U500US36008,36008,8,LU,2016,177112944,151567095,upper
36,030,610U500US36030,36030,30,LU,2016,9326671,415693,upper
36,036,610U500US36036,36036,36,LU,2016,25291115,119010,upper
36,063,610U500US36063,36063,63,LU,2016,163857285,1286641,upper
36,046,610U500US36046,36046,46,LU,2016,4918266301,123195909,upper
36,058,610U500US36058,36058,58,LU,2016,6804348361,193947959,upper
36,038,610U500US36038,36038,38,LU,2016,350206161,53731954,upper
36,025,610U500US36025,36025,25,LU,2016,20164878,7813856,upper
36,016,610U500US36016,36016,16,LU,2016,23062209,429386,upper
36,057,610U500US36057,36057,57,LU,2016,9548573941,1204703053,upper
36,049,610U500US36049,36049,49,LU,2016,9742054764,510969882,upper
36,022,610U500US36022,36022,22,LU,2016,27646639,8486146,upper
36,032,610U500US36032,36032,32,LU,2016,14040257,0,upper
36,027,610U500US36027,36027,27,LU,2016,11850303,4514632,upper
36,028,610U500US36028,36028,28,LU,2016,7864792,0,upper
36,044,610U500US36044,36044,44,LU,2016,370452423,12664525,upper
36,056,610U500US36056,36056,56,LU,2016,554697714,1067581347,upper
36,026,610U500US36026,36026,26,LU,2016,16356699,8726262,upper
36,017,610U500US36017,36017,17,LU,2016,16347052,0,upper
37,048,610U500US37048,37048,48,LU,2016,2269854594,13653725,upper
37,012,610U500US37012,37012,12,LU,2016,2375642861,27786643,upper
37,031,610U500US37031,37031,31,LU,2016,1626994766,16461828,upper
37,018,610U500US37018,37018,18,LU,2016,1957072692,12179234,upper
37,045,610U500US37045,37045,45,LU,2016,4379957700,21624267,upper
37,036,610U500US37036,37036,36,LU,2016,1064902101,8464635,upper
37,037,610U500US37037,37037,37,LU,2016,233725391,9840933,upper
37,023,610U500US37023,37023,23,LU,2016,2794611532,80140740,upper
37,017,610U500US37017,37017,17,LU,2016,523847319,18332136,upper
37,047,610U500US37047,37047,47,LU,2016,5766710643,28624085,upper
37,001,610U500US37001,37001,1,LU,2016,8144090889,6785407077,upper
37,022,610U500US37022,37022,22,LU,2016,2675483175,59037764,upper
37,042,610U500US37042,37042,42,LU,2016,1712908787,47391348,upper
37,014,610U500US37014,37014,14,LU,2016,295859888,1739515,upper
37,009,610U500US37009,37009,9,LU,2016,493199149,353094175,upper
37,028,610U500US37028,37028,28,LU,2016,223420432,2290651,upper
37,044,610U500US37044,37044,44,LU,2016,1379554353,83036210,upper
37,006,610U500US37006,37006,6,LU,2016,3194213999,377095200,upper
37,040,610U500US37040,37040,40,LU,2016,181253951,1159584,upper
37,021,610U500US37021,37021,21,LU,2016,1422365495,8884224,upper
37,010,610U500US37010,37010,10,LU,2016,5732435840,26713024,upper
37,024,610U500US37024,37024,24,LU,2016,1900036184,31179030,upper
37,038,610U500US37038,37038,38,LU,2016,307875042,5502842,upper
37,029,610U500US37029,37029,29,LU,2016,3029754226,37405329,upper
37,046,610U500US37046,37046,46,LU,2016,2513565369,30904730,upper
37,034,610U500US37034,37034,34,LU,2016,2607758550,32339685,upper
37,043,610U500US37043,37043,43,LU,2016,832332997,17107492,upper
37,025,610U500US37025,37025,25,LU,2016,4816015744,72217745,upper
37,035,610U500US37035,37035,35,LU,2016,1507034124,18879606,upper
37,008,610U500US37008,37008,8,LU,2016,6726491551,715636950,upper
37,027,610U500US37027,37027,27,LU,2016,1022843075,13408883,upper
37,026,610U500US37026,37026,26,LU,2016,1891256543,33492274,upper
37,004,610U500US37004,37004,4,LU,2016,4265036578,102011911,upper
37,002,610U500US37002,37002,2,LU,2016,4016641209,2886508950,upper
37,039,610U500US37039,37039,39,LU,2016,181090073,1475701,upper
37,015,610U500US37015,37015,15,LU,2016,396251779,28406759,upper
37,041,610U500US37041,37041,41,LU,2016,452085865,38706301,upper
37,049,610U500US37049,37049,49,LU,2016,1376435694,5991689,upper
37,030,610U500US37030,37030,30,LU,2016,4499625183,34733287,upper
37,016,610U500US37016,37016,16,LU,2016,262748749,4747168,upper
37,050,610U500US37050,37050,50,LU,2016,7900469056,124525097,upper
37,005,610U500US37005,37005,5,LU,2016,2091271240,9781902,upper
37,013,610U500US37013,37013,13,LU,2016,4883140086,48816878,upper
37,032,610U500US37032,37032,32,LU,2016,296613722,2592615,upper
37,003,610U500US37003,37003,3,LU,2016,8963379322,1056143554,upper
37,007,610U500US37007,37007,7,LU,2016,2757467289,15439745,upper
37,020,610U500US37020,37020,20,LU,2016,1561961398,25030263,upper
37,011,610U500US37011,37011,11,LU,2016,2428624100,20321878,upper
37,033,610U500US37033,37033,33,LU,2016,2705758288,63372149,upper
37,019,610U500US37019,37019,19,LU,2016,1278044099,10476485,upper
38,002,610U500US38002,38002,2,LU,2016,12570599584,368250743,upper
38,016,610U500US38016,38016,16,LU,2016,16012811,178366,upper
38,008,610U500US38008,38008,8,LU,2016,6033384701,293596041,upper
38,014,610U500US38014,38014,14,LU,2016,14433622940,583506668,upper
38,043,610U500US38043,38043,43,LU,2016,8691358,23653,upper
38,019,610U500US38019,38019,19,LU,2016,4108633155,15580874,upper
38,025,610U500US38025,38025,25,LU,2016,1761170429,955553,upper
38,045,610U500US38045,38045,45,LU,2016,465374934,382838,upper
38,039,610U500US38039,38039,39,LU,2016,22008417703,278831706,upper
38,029,610U500US38029,38029,29,LU,2016,9779492490,237160575,upper
38,010,610U500US38010,38010,10,LU,2016,8224669512,83402557,upper
38,015,610U500US38015,38015,15,LU,2016,5727767537,339005962,upper
38,047,610U500US38047,38047,47,LU,2016,19739219,0,upper
38,042,610U500US38042,38042,42,LU,2016,6836674,39479,upper
38,021,610U500US38021,38021,21,LU,2016,9902355,0,upper
38,031,610U500US38031,38031,31,LU,2016,10910903592,145023097,upper
38,006,610U500US38006,38006,6,LU,2016,11446306349,212898039,upper
38,003,610U500US38003,38003,3,LU,2016,370152176,2764240,upper
38,030,610U500US38030,38030,30,LU,2016,86990271,5738093,upper
38,012,610U500US38012,38012,12,LU,2016,30585404,1456701,upper
38,036,610U500US38036,38036,36,LU,2016,7840923449,23948744,upper
38,027,610U500US38027,38027,27,LU,2016,84064658,0,upper
38,017,610U500US38017,38017,17,LU,2016,139214377,447872,upper
38,038,610U500US38038,38038,38,LU,2016,928491505,11553984,upper
38,013,610U500US38013,38013,13,LU,2016,19944345,651888,upper
38,044,610U500US38044,38044,44,LU,2016,8013855,0,upper
38,034,610U500US38034,38034,34,LU,2016,27226494,2420438,upper
38,026,610U500US38026,38026,26,LU,2016,6969232975,54684503,upper
38,007,610U500US38007,38007,7,LU,2016,112563195,2402172,upper
38,037,610U500US38037,38037,37,LU,2016,19023550,14989,upper
38,040,610U500US38040,38040,40,LU,2016,445568296,1978925,upper
38,004,610U500US38004,38004,4,LU,2016,12219449017,955987707,upper
38,001,610U500US38001,38001,1,LU,2016,24308166,830828,upper
38,035,610U500US38035,38035,35,LU,2016,11375667,294918,upper
38,011,610U500US38011,38011,11,LU,2016,10248592,0,upper
38,032,610U500US38032,38032,32,LU,2016,13260485,309795,upper
38,022,610U500US38022,38022,22,LU,2016,2547651651,2613107,upper
38,024,610U500US38024,38024,24,LU,2016,5715628465,62476496,upper
38,041,610U500US38041,38041,41,LU,2016,9649615,0,upper
38,046,610U500US38046,38046,46,LU,2016,12707392,0,upper
38,018,610U500US38018,38018,18,LU,2016,230311528,1402117,upper
38,033,610U500US38033,38033,33,LU,2016,5992330059,136699605,upper
38,020,610U500US38020,38020,20,LU,2016,3761077586,3049868,upper
38,023,610U500US38023,38023,23,LU,2016,8965144016,196815430,upper
38,028,610U500US38028,38028,28,LU,2016,12227547040,279050566,upper
38,009,610U500US38009,38009,9,LU,2016,2338953786,93938154,upper
38,005,610U500US38005,38005,5,LU,2016,17260417,29350,upper
39,024,610U500US39024,39024,24,LU,2016,607380107,3116723,upper
39,025,610U500US39025,39025,25,LU,2016,296699493,2577633,upper
39,007,610U500US39007,39007,7,LU,2016,1274456914,21573599,upper
39,018,610U500US39018,39018,18,LU,2016,2461933320,62327463,upper
39,017,610U500US39017,39017,17,LU,2016,11230545886,77756236,upper
39,006,610U500US39006,39006,6,LU,2016,729267012,5053686,upper
39,014,610U500US39014,39014,14,LU,2016,5576452486,52656912,upper
39,019,610U500US39019,39019,19,LU,2016,2575839611,48041062,upper
39,028,610U500US39028,39028,28,LU,2016,397143834,9473140,upper
39,001,610U500US39001,39001,1,LU,2016,10041134893,46634093,upper
39,032,610U500US39032,39032,32,LU,2016,3736728752,71678114,upper
39,008,610U500US39008,39008,8,LU,2016,603204966,9825277,upper
39,022,610U500US39022,39022,22,LU,2016,3786712558,28089809,upper
39,020,610U500US39020,39020,20,LU,2016,7185908438,71814033,upper
39,026,610U500US39026,39026,26,LU,2016,7795256362,35272519,upper
39,011,610U500US39011,39011,11,LU,2016,448144212,13958879,upper
39,023,610U500US39023,39023,23,LU,2016,209849767,883940,upper
39,029,610U500US39029,39029,29,LU,2016,1228631870,12605845,upper
39,013,610U500US39013,39013,13,LU,2016,2545237613,18335241,upper
39,015,610U500US39015,39015,15,LU,2016,229280478,3251877,upper
39,033,610U500US39033,39033,33,LU,2016,2443475685,42689469,upper
39,004,610U500US39004,39004,4,LU,2016,1182635696,7863952,upper
39,005,610U500US39005,39005,5,LU,2016,3310530986,17772460,upper
39,031,610U500US39031,39031,31,LU,2016,6531425613,46499333,upper
39,021,610U500US39021,39021,21,LU,2016,183325379,1338950,upper
39,ZZZ,610U500US39ZZZ,39ZZZ,State Senate Districts not defined,00,2016,2265867,9232449776,upper
39,009,610U500US39009,39009,9,LU,2016,239991853,1454751,upper
39,012,610U500US39012,39012,12,LU,2016,6885292343,73196141,upper
39,002,610U500US39002,39002,2,LU,2016,4171959884,54079128,upper
39,003,610U500US39003,39003,3,LU,2016,508479663,17307505,upper
39,016,610U500US39016,39016,16,LU,2016,574174737,7854263,upper
39,010,610U500US39010,39010,10,LU,2016,3307677600,21524329,upper
39,027,610U500US39027,39027,27,LU,2016,2370547267,15582057,upper
39,030,610U500US39030,39030,30,LU,2016,11161691254,129912817,upper
40,027,610U500US40027,40027,27,LU,2016,32231479279,97814616,upper
40,010,610U500US40010,40010,10,LU,2016,7712534534,212601945,upper
40,003,610U500US40003,40003,3,LU,2016,4256181387,87159298,upper
40,031,610U500US40031,40031,31,LU,2016,7873953403,130650735,upper
40,005,610U500US40005,40005,5,LU,2016,14271803228,325171514,upper
40,043,610U500US40043,40043,43,LU,2016,4392576829,65594112,upper
40,001,610U500US40001,40001,1,LU,2016,4868184045,198694534,upper
40,014,610U500US40014,40014,14,LU,2016,5607052904,116136313,upper
40,026,610U500US40026,40026,26,LU,2016,13516437528,113427219,upper
40,028,610U500US40028,40028,28,LU,2016,4302478987,48933313,upper
40,038,610U500US40038,40038,38,LU,2016,10752844412,74411325,upper
40,018,610U500US40018,40018,18,LU,2016,2595484291,112157996,upper
40,020,610U500US40020,40020,20,LU,2016,7266499481,126905739,upper
40,007,610U500US40007,40007,7,LU,2016,8809557363,360748504,upper
40,013,610U500US40013,40013,13,LU,2016,5583457703,65140352,upper
40,016,610U500US40016,40016,16,LU,2016,494609826,7448013,upper
40,045,610U500US40045,40045,45,LU,2016,238992194,1842318,upper
40,036,610U500US40036,40036,36,LU,2016,149544623,1200866,upper
40,047,610U500US40047,40047,47,LU,2016,98931284,1761073,upper
40,002,610U500US40002,40002,2,LU,2016,993720968,7460185,upper
40,046,610U500US40046,40046,46,LU,2016,53911043,0,upper
40,024,610U500US40024,40024,24,LU,2016,110188884,2279274,upper
40,041,610U500US40041,40041,41,LU,2016,328458129,9497107,upper
40,025,610U500US40025,40025,25,LU,2016,140706623,5416094,upper
40,012,610U500US40012,40012,12,LU,2016,2525777001,50973955,upper
40,004,610U500US40004,40004,4,LU,2016,3285766700,129595203,upper
40,011,610U500US40011,40011,11,LU,2016,165426635,2358896,upper
40,044,610U500US40044,40044,44,LU,2016,149729869,222172,upper
40,009,610U500US40009,40009,9,LU,2016,1354599918,65718157,upper
40,017,610U500US40017,40017,17,LU,2016,846903375,2217288,upper
40,042,610U500US40042,40042,42,LU,2016,150798940,294631,upper
40,029,610U500US40029,40029,29,LU,2016,3292688666,145616631,upper
40,022,610U500US40022,40022,22,LU,2016,489738044,8930931,upper
40,021,610U500US40021,40021,21,LU,2016,1773393745,31771425,upper
40,033,610U500US40033,40033,33,LU,2016,219856734,8167937,upper
40,015,610U500US40015,40015,15,LU,2016,728929283,39201565,upper
40,019,610U500US40019,40019,19,LU,2016,7991516407,50824346,upper
40,035,610U500US40035,40035,35,LU,2016,56618611,2999743,upper
40,023,610U500US40023,40023,23,LU,2016,3787862952,19329821,upper
40,039,610U500US40039,40039,39,LU,2016,63689354,69293,upper
40,032,610U500US40032,40032,32,LU,2016,1266486754,14004501,upper
40,040,610U500US40040,40040,40,LU,2016,55246890,271400,upper
40,048,610U500US40048,40048,48,LU,2016,232176296,449038,upper
40,037,610U500US40037,40037,37,LU,2016,310871723,21862708,upper
40,030,610U500US40030,40030,30,LU,2016,55398521,10430961,upper
40,008,610U500US40008,40008,8,LU,2016,5275493296,294508753,upper
40,006,610U500US40006,40006,6,LU,2016,6473088642,299151985,upper
40,034,610U500US40034,40034,34,LU,2016,462802700,1663443,upper
41,003,610U500US41003,41003,3,LU,2016,2596154527,17092968,upper
41,029,610U500US41029,41029,29,LU,2016,34547907395,184628635,upper
41,009,610U500US41009,41009,9,LU,2016,9409331022,61675859,upper
41,018,610U500US41018,41018,18,LU,2016,71593267,1213819,upper
41,013,610U500US41013,41013,13,LU,2016,530244535,9146553,upper
41,006,610U500US41006,41006,6,LU,2016,2138825490,12555972,upper
41,028,610U500US41028,41028,28,LU,2016,45260254654,1057228651,upper
41,020,610U500US41020,41020,20,LU,2016,659158925,9165602,upper
41,008,610U500US41008,41008,8,LU,2016,642410850,9390763,upper
41,005,610U500US41005,41005,5,LU,2016,8611187711,1754849531,upper
41,001,610U500US41001,41001,1,LU,2016,14676899585,1195398422,upper
41,012,610U500US41012,41012,12,LU,2016,4436077875,17099842,upper
41,007,610U500US41007,41007,7,LU,2016,301611967,3098594,upper
41,021,610U500US41021,41021,21,LU,2016,58296308,3784679,upper
41,019,610U500US41019,41019,19,LU,2016,164546656,6928025,upper
41,026,610U500US41026,41026,26,LU,2016,3002542338,60974512,upper
41,011,610U500US41011,41011,11,LU,2016,122315035,489517,upper
41,025,610U500US41025,41025,25,LU,2016,92759074,15525355,upper
41,010,610U500US41010,41010,10,LU,2016,319509095,5220354,upper
41,014,610U500US41014,41014,14,LU,2016,60947621,6852,upper
41,024,610U500US41024,41024,24,LU,2016,60853244,89940,upper
41,022,610U500US41022,41022,22,LU,2016,109421053,25104969,upper
41,017,610U500US41017,41017,17,LU,2016,91531487,1616666,upper
41,015,610U500US41015,41015,15,LU,2016,238656310,419561,upper
41,030,610U500US41030,41030,30,LU,2016,91706078965,575638905,upper
41,016,610U500US41016,41016,16,LU,2016,6872848238,954816982,upper
41,027,610U500US41027,41027,27,LU,2016,3025371247,34236764,upper
41,002,610U500US41002,41002,2,LU,2016,2602950993,9197422,upper
41,004,610U500US41004,41004,4,LU,2016,16144255323,168357920,upper
41,023,610U500US41023,41023,23,LU,2016,49788019,91691,upper
42,034,610U500US42034,42034,34,LU,2016,5618839860,25464104,upper
42,046,610U500US42046,42046,46,LU,2016,3892717354,17833275,upper
42,014,610U500US42014,42014,14,LU,2016,1812522188,29621019,upper
42,026,610U500US42026,42026,26,LU,2016,217880224,10512402,upper
42,037,610U500US42037,42037,37,LU,2016,642284149,5372320,upper
42,041,610U500US42041,42041,41,LU,2016,5107049268,54186327,upper
42,035,610U500US42035,42035,35,LU,2016,6962262607,45888847,upper
42,032,610U500US42032,42032,32,LU,2016,5012697136,39750538,upper
42,021,610U500US42021,42021,21,LU,2016,7145156531,97508107,upper
42,040,610U500US42040,42040,40,LU,2016,1863251255,30309081,upper
42,025,610U500US42025,42025,25,LU,2016,15839018730,78486788,upper
42,045,610U500US42045,42045,45,LU,2016,525203376,14843252,upper
42,042,610U500US42042,42042,42,LU,2016,151047552,9343466,upper
42,039,610U500US42039,42039,39,LU,2016,2014173821,9624747,upper
42,018,610U500US42018,42018,18,LU,2016,343827152,6970207,upper
42,029,610U500US42029,42029,29,LU,2016,3028052544,23263487,upper
42,015,610U500US42015,42015,15,LU,2016,2606273544,72440863,upper
42,016,610U500US42016,42016,16,LU,2016,796171296,6344955,upper
42,033,610U500US42033,42033,33,LU,2016,2567076501,11241686,upper
42,011,610U500US42011,42011,11,LU,2016,759186134,8593221,upper
42,004,610U500US42004,42004,4,LU,2016,115956091,172340,upper
42,002,610U500US42002,42002,2,LU,2016,46371113,215166,upper
42,003,610U500US42003,42003,3,LU,2016,41173620,174596,upper
42,031,610U500US42031,42031,31,LU,2016,1235768693,11065497,upper
42,006,610U500US42006,42006,6,LU,2016,288950044,9649535,upper
42,050,610U500US42050,42050,50,LU,2016,5587909467,96556331,upper
42,010,610U500US42010,42010,10,LU,2016,807020552,29938839,upper
42,030,610U500US42030,42030,30,LU,2016,5689917775,45714516,upper
42,049,610U500US42049,42049,49,LU,2016,1258914366,1961100923,upper
42,017,610U500US42017,42017,17,LU,2016,251552161,2196129,upper
42,019,610U500US42019,42019,19,LU,2016,1002398434,9109049,upper
42,001,610U500US42001,42001,1,LU,2016,62936249,11906232,upper
42,013,610U500US42013,42013,13,LU,2016,1266669399,71159720,upper
42,036,610U500US42036,42036,36,LU,2016,1177931421,32269529,upper
42,008,610U500US42008,42008,8,LU,2016,49433164,1475864,upper
42,005,610U500US42005,42005,5,LU,2016,88065215,6561186,upper
42,044,610U500US42044,42044,44,LU,2016,975231740,15530907,upper
42,024,610U500US42024,42024,24,LU,2016,1135719166,11176339,upper
42,038,610U500US42038,42038,38,LU,2016,599292327,7936556,upper
42,023,610U500US42023,42023,23,LU,2016,8972209448,92468908,upper
42,009,610U500US42009,42009,9,LU,2016,507678152,9914492,upper
42,012,610U500US42012,42012,12,LU,2016,315786081,417482,upper
42,007,610U500US42007,42007,7,LU,2016,124979991,2721522,upper
42,020,610U500US42020,42020,20,LU,2016,6507865886,176642166,upper
42,028,610U500US42028,42028,28,LU,2016,1466406157,8416548,upper
42,043,610U500US42043,42043,43,LU,2016,152452801,4475495,upper
42,048,610U500US42048,42048,48,LU,2016,1352289413,28394758,upper
42,027,610U500US42027,42027,27,LU,2016,4161127249,88605449,upper
42,047,610U500US42047,42047,47,LU,2016,2066463960,40948940,upper
42,022,610U500US42022,42022,22,LU,2016,1668316022,23040713,upper
44,038,610U500US44038,44038,38,LU,2016,127549214,219607267,upper
44,002,610U500US44002,44002,2,LU,2016,6706222,819348,upper
44,016,610U500US44016,44016,16,LU,2016,4777946,222731,upper
44,009,610U500US44009,44009,9,LU,2016,19055163,549624,upper
44,018,610U500US44018,44018,18,LU,2016,20079974,3690073,upper
44,025,610U500US44025,44025,25,LU,2016,60043102,2269351,upper
44,036,610U500US44036,44036,36,LU,2016,89451164,46753418,upper
44,022,610U500US44022,44022,22,LU,2016,71525351,3861074,upper
44,028,610U500US44028,44028,28,LU,2016,12544391,4736579,upper
44,001,610U500US44001,44001,1,LU,2016,7905500,109093,upper
44,029,610U500US44029,44029,29,LU,2016,23063204,7495514,upper
44,021,610U500US44021,44021,21,LU,2016,389429178,25179932,upper
44,008,610U500US44008,44008,8,LU,2016,7860720,281054,upper
44,035,610U500US44035,44035,35,LU,2016,102934606,56080265,upper
44,023,610U500US44023,44023,23,LU,2016,288553682,12621686,upper
44,011,610U500US44011,44011,11,LU,2016,77623568,103366543,upper
44,026,610U500US44026,44026,26,LU,2016,42463940,712822,upper
44,014,610U500US44014,44014,14,LU,2016,15464894,2042570,upper
44,007,610U500US44007,44007,7,LU,2016,8102063,51026,upper
44,037,610U500US44037,44037,37,LU,2016,146811553,272702384,upper
44,019,610U500US44019,44019,19,LU,2016,48222276,4464269,upper
44,012,610U500US44012,44012,12,LU,2016,135409838,56426842,upper
44,003,610U500US44003,44003,3,LU,2016,8630881,2299303,upper
44,010,610U500US44010,44010,10,LU,2016,39574738,16679269,upper
44,015,610U500US44015,44015,15,LU,2016,8645819,396244,upper
44,005,610U500US44005,44005,5,LU,2016,5391217,47114,upper
44,030,610U500US44030,44030,30,LU,2016,29596565,29659885,upper
44,024,610U500US44024,44024,24,LU,2016,19681070,436660,upper
