name,image_filepath,original_image_url,party,state,chamber,district
Stuart J. Bishop,/Users/patrick/nra_score_map/img/la/rep43.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep43.jpg,Republican,la,House,43
Malinda B. White,/Users/patrick/nra_score_map/img/la/rep75.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep75.jpg,Democratic,la,House,75
Randal L. Gaines,/Users/patrick/nra_score_map/img/la/rep57.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep57.jpg,Democratic,la,House,57
Mike Huval,/Users/patrick/nra_score_map/img/la/rep46.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep46.jpg,Republican,la,House,46
Edmond Jordan,/Users/patrick/nra_score_map/img/la/rep29.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep29.jpg,Democratic,la,House,29
Beryl A. Amedée,/Users/patrick/nra_score_map/img/la/rep51.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep51.jpg,Republican,la,House,51
Jack G. McFarland,/Users/patrick/nra_score_map/img/la/rep13.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep13.jpg,Republican,la,House,13
Jean-Paul P. Coussan,/Users/patrick/nra_score_map/img/la/rep45.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep45.jpg,Republican,la,House,45
"Gary M. Carter, Jr.",/Users/patrick/nra_score_map/img/la/rep102.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep102.jpg,Democratic,la,House,102
Wayne McMahen,/Users/patrick/nra_score_map/img/la/rep10.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep10.jpg,Republican,la,House,10
Raymond J. Crews,/Users/patrick/nra_score_map/img/la/rep8.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep8.jpg,Republican,la,House,8
"Jerome ""Zee"" Zeringue",/Users/patrick/nra_score_map/img/la/rep52.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep52.jpg,Republican,la,House,52
Sherman Q. Mack,/Users/patrick/nra_score_map/img/la/rep95.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep95.jpg,Republican,la,House,95
Dustin Miller,/Users/patrick/nra_score_map/img/la/rep40.jpg,http://house.louisiana.gov/h_reps/RepPics09/rep40.jpg,Democratic,la,House,40
